label,width_u,height_u,type,shape,model_count,models
"Ä",1.0,1.0,alpha,standard,16,"akko-fun60-pro-iso-he|akko-mod68-he-iso|akko-3068b-plus-iso-de|akko-3068b-plus-iso|akko-3084b-plus-iso-de|akko-5075b-plus-via-iso|akko-5075b-plus-blue-on-white-iso|monsgeek-m1v5-via-iso|akko-mu01-iso-de|akko-mu02-iso-de|akko-mod007b-he-iso|akko-mod007-year-of-dragon-iso|akko-5087s-iso-de|akko-5098b|akko-5098b-screen|akko-5108b-plus-iso"
"Ö",1.0,1.0,alpha,standard,16,"akko-fun60-pro-iso-he|akko-mod68-he-iso|akko-3068b-plus-iso-de|akko-3068b-plus-iso|akko-3084b-plus-iso-de|akko-5075b-plus-via-iso|akko-5075b-plus-blue-on-white-iso|monsgeek-m1v5-via-iso|akko-mu01-iso-de|akko-mu02-iso-de|akko-mod007b-he-iso|akko-mod007-year-of-dragon-iso|akko-5087s-iso-de|akko-5098b|akko-5098b-screen|akko-5108b-plus-iso"
"Ü",1.0,1.0,alpha,standard,16,"akko-fun60-pro-iso-he|akko-mod68-he-iso|akko-3068b-plus-iso-de|akko-3068b-plus-iso|akko-3084b-plus-iso-de|akko-5075b-plus-via-iso|akko-5075b-plus-blue-on-white-iso|monsgeek-m1v5-via-iso|akko-mu01-iso-de|akko-mu02-iso-de|akko-mod007b-he-iso|akko-mod007-year-of-dragon-iso|akko-5087s-iso-de|akko-5098b|akko-5098b-screen|akko-5108b-plus-iso"
"ß ?",1.0,1.0,alpha,standard,16,"akko-fun60-pro-iso-he|akko-mod68-he-iso|akko-3068b-plus-iso-de|akko-3068b-plus-iso|akko-3084b-plus-iso-de|akko-5075b-plus-via-iso|akko-5075b-plus-blue-on-white-iso|monsgeek-m1v5-via-iso|akko-mu01-iso-de|akko-mu02-iso-de|akko-mod007b-he-iso|akko-mod007-year-of-dragon-iso|akko-5087s-iso-de|akko-5098b|akko-5098b-screen|akko-5108b-plus-iso"
"Esc",1.0,1.0,fn,standard,12,"akko-3084b-plus-iso-de|akko-5075b-plus-via-iso|akko-5075b-plus-blue-on-white-iso|monsgeek-m1v5-via-iso|akko-mu01-iso-de|akko-mu02-iso-de|akko-mod007b-he-iso|akko-mod007-year-of-dragon-iso|akko-5087s-iso-de|akko-5098b|akko-5098b-screen|akko-5108b-plus-iso"
"F1",1.0,1.0,fn,standard,12,"akko-3084b-plus-iso-de|akko-5075b-plus-via-iso|akko-5075b-plus-blue-on-white-iso|monsgeek-m1v5-via-iso|akko-mu01-iso-de|akko-mu02-iso-de|akko-mod007b-he-iso|akko-mod007-year-of-dragon-iso|akko-5087s-iso-de|akko-5098b|akko-5098b-screen|akko-5108b-plus-iso"
"F10",1.0,1.0,fn,standard,12,"akko-3084b-plus-iso-de|akko-5075b-plus-via-iso|akko-5075b-plus-blue-on-white-iso|monsgeek-m1v5-via-iso|akko-mu01-iso-de|akko-mu02-iso-de|akko-mod007b-he-iso|akko-mod007-year-of-dragon-iso|akko-5087s-iso-de|akko-5098b|akko-5098b-screen|akko-5108b-plus-iso"
"F11",1.0,1.0,fn,standard,12,"akko-3084b-plus-iso-de|akko-5075b-plus-via-iso|akko-5075b-plus-blue-on-white-iso|monsgeek-m1v5-via-iso|akko-mu01-iso-de|akko-mu02-iso-de|akko-mod007b-he-iso|akko-mod007-year-of-dragon-iso|akko-5087s-iso-de|akko-5098b|akko-5098b-screen|akko-5108b-plus-iso"
"F12",1.0,1.0,fn,standard,12,"akko-3084b-plus-iso-de|akko-5075b-plus-via-iso|akko-5075b-plus-blue-on-white-iso|monsgeek-m1v5-via-iso|akko-mu01-iso-de|akko-mu02-iso-de|akko-mod007b-he-iso|akko-mod007-year-of-dragon-iso|akko-5087s-iso-de|akko-5098b|akko-5098b-screen|akko-5108b-plus-iso"
"F2",1.0,1.0,fn,standard,12,"akko-3084b-plus-iso-de|akko-5075b-plus-via-iso|akko-5075b-plus-blue-on-white-iso|monsgeek-m1v5-via-iso|akko-mu01-iso-de|akko-mu02-iso-de|akko-mod007b-he-iso|akko-mod007-year-of-dragon-iso|akko-5087s-iso-de|akko-5098b|akko-5098b-screen|akko-5108b-plus-iso"
"F3",1.0,1.0,fn,standard,12,"akko-3084b-plus-iso-de|akko-5075b-plus-via-iso|akko-5075b-plus-blue-on-white-iso|monsgeek-m1v5-via-iso|akko-mu01-iso-de|akko-mu02-iso-de|akko-mod007b-he-iso|akko-mod007-year-of-dragon-iso|akko-5087s-iso-de|akko-5098b|akko-5098b-screen|akko-5108b-plus-iso"
"F4",1.0,1.0,fn,standard,12,"akko-3084b-plus-iso-de|akko-5075b-plus-via-iso|akko-5075b-plus-blue-on-white-iso|monsgeek-m1v5-via-iso|akko-mu01-iso-de|akko-mu02-iso-de|akko-mod007b-he-iso|akko-mod007-year-of-dragon-iso|akko-5087s-iso-de|akko-5098b|akko-5098b-screen|akko-5108b-plus-iso"
"F5",1.0,1.0,fn,standard,12,"akko-3084b-plus-iso-de|akko-5075b-plus-via-iso|akko-5075b-plus-blue-on-white-iso|monsgeek-m1v5-via-iso|akko-mu01-iso-de|akko-mu02-iso-de|akko-mod007b-he-iso|akko-mod007-year-of-dragon-iso|akko-5087s-iso-de|akko-5098b|akko-5098b-screen|akko-5108b-plus-iso"
"F6",1.0,1.0,fn,standard,12,"akko-3084b-plus-iso-de|akko-5075b-plus-via-iso|akko-5075b-plus-blue-on-white-iso|monsgeek-m1v5-via-iso|akko-mu01-iso-de|akko-mu02-iso-de|akko-mod007b-he-iso|akko-mod007-year-of-dragon-iso|akko-5087s-iso-de|akko-5098b|akko-5098b-screen|akko-5108b-plus-iso"
"F7",1.0,1.0,fn,standard,12,"akko-3084b-plus-iso-de|akko-5075b-plus-via-iso|akko-5075b-plus-blue-on-white-iso|monsgeek-m1v5-via-iso|akko-mu01-iso-de|akko-mu02-iso-de|akko-mod007b-he-iso|akko-mod007-year-of-dragon-iso|akko-5087s-iso-de|akko-5098b|akko-5098b-screen|akko-5108b-plus-iso"
"F8",1.0,1.0,fn,standard,12,"akko-3084b-plus-iso-de|akko-5075b-plus-via-iso|akko-5075b-plus-blue-on-white-iso|monsgeek-m1v5-via-iso|akko-mu01-iso-de|akko-mu02-iso-de|akko-mod007b-he-iso|akko-mod007-year-of-dragon-iso|akko-5087s-iso-de|akko-5098b|akko-5098b-screen|akko-5108b-plus-iso"
